Union,Gender,Age,Education_Level,Monthly_Income,Family_Size,Housing_Type,Land_Ownership,Previous_Erosion_Experience,Distance_from_River,Access_to_Warning,Relocation_History,Govt_or_NGO_Assistance,Has_Protection_System,Infrastructure_Loss,Income_Diversification,Employment_Status,Involved_in_Community_Adaptation,Awareness_Level,Distance_score,EII,ASI,SRI,ISS,Adaptation_Category
Kachua,Female,27,Not Educated,8293,6,Temporary,Yes,No,113,Yes,No,No,Yes,No,No,Employed,Yes,Moderate,0.9279,0.4639,0.6,0.5176,0.6667,Strongly Adaptive
Maijbari,Male,30,Partially Educated,7182,4,Permanent,Yes,Yes,27,No,No,Yes,Yes,No,No,Employed,No,Low,0.9853,0.6927,0.4,0.6609,0.6667,Moderately Adaptive
Bakchar,Female,18,Partially Educated,8027,5,Permanent,No,No,112,Yes,No,Yes,Yes,Yes,No,Not Employed,Yes,Low,0.9285,0.6643,0.8,0.3369,1,Strongly Adaptive
Maijbari,Male,50,Educated,11678,5,Permanent,Yes,Yes,28,Yes,No,No,No,Yes,Yes,Employed,No,High,0.9846,0.8923,0.4,0.9563,0,Strongly Adaptive
Sthal,Female,51,Educated,7186,2,Permanent,No,No,156,Yes,No,No,No,No,Yes,Not Employed,No,Moderate,0.8991,0.4496,0.4,0.4876,0,Strongly Adaptive
Kachua,Female,36,Partially Educated,8918,5,Semi-Permanent,No,Yes,8,No,No,No,No,No,No,Employed,No,Low,0.998,0.699,0,0.708,0,Non-Adaptive
Bakchar,Female,39,Not Educated,5023,7,Permanent,No,No,12,No,Yes,No,Yes,No,No,Employed,Yes,Low,0.9953,0.5977,0.4,0.4289,0.6667,Non-Adaptive
Bakchar,Female,45,Not Educated,7947,7,Semi-Permanent,No,No,160,Yes,No,No,No,No,No,Not Employed,No,Low,0.8965,0.4482,0.2,0.1613,0,Non-Adaptive
Bakchar,Female,42,Not Educated,5459,3,Permanent,Yes,No,509,Yes,No,No,No,No,Yes,Employed,No,Low,0.6633,0.3317,0.4,0.4408,0,Non-Adaptive
Maijbari,Male,48,Partially Educated,7882,5,Permanent,Yes,No,381,No,No,Yes,No,No,Yes,Not Employed,No,Moderate,0.7488,0.3744,0.4,0.333,0.3333,Strongly Adaptive
Maijbari,Male,29,Partially Educated,5516,4,Permanent,No,Yes,172,Yes,No,Yes,No,No,No,Not Employed,Yes,Moderate,0.8884,0.6442,0.6,0.2688,0.6667,Strongly Adaptive
Sthal,Male,45,Partially Educated,8460,5,Semi-Permanent,Yes,Yes,89,Yes,No,Yes,Yes,No,Yes,Employed,Yes,Moderate,0.9439,0.6719,1,0.6956,1,Strongly Adaptive
Kachua,Female,49,Not Educated,4144,7,Temporary,Yes,No,826,No,No,No,No,No,No,Employed,No,Low,0.4516,0.2258,0,0.4051,0,Non-Adaptive
Sthal,Male,32,Partially Educated,6475,8,Temporary,No,No,378,No,No,No,No,No,No,Employed,Yes,Moderate,0.7508,0.3754,0.2,0.6418,0.3333,Moderately Adaptive
Maijbari,Male,51,Partially Educated,6166,8,Permanent,No,No,12,Yes,No,No,No,No,No,Employed,No,Moderate,0.9953,0.4977,0.2,0.6334,0,Non-Adaptive
Maijbari,Female,56,Not Educated,7124,10,Semi-Permanent,Yes,No,82,No,No,No,No,No,Yes,Employed,No,Low,0.9486,0.4743,0.2,0.4859,0,Non-Adaptive
Kachua,Male,76,Partially Educated,6206,5,Semi-Permanent,Yes,No,87,No,No,Yes,No,No,No,Not Employed,No,High,0.9452,0.4726,0.2,0.2875,0.3333,Moderately Adaptive
Bakchar,Male,31,Not Educated,6852,2,Permanent,No,Yes,7,Yes,No,No,No,No,Yes,Employed,Yes,Low,0.9987,0.6993,0.6,0.4785,0.3333,Moderately Adaptive
Bakchar,Female,43,Partially Educated,7972,4,Permanent,Yes,No,438,No,No,No,No,Yes,Yes,Employed,No,Moderate,0.7108,0.5554,0.2,0.6824,0,Non-Adaptive
Maijbari,Male,39,Partially Educated,5565,6,Semi-Permanent,Yes,No,68,Yes,No,No,No,No,No,Employed,Yes,Moderate,0.9579,0.479,0.4,0.6171,0.3333,Moderately Adaptive
Maijbari,Male,32,Not Educated,10181,6,Semi-Permanent,No,Yes,55,No,No,No,No,No,Yes,Employed,No,Low,0.9666,0.6833,0.2,0.5688,0,Non-Adaptive
Maijbari,Female,38,Not Educated,6831,6,Temporary,No,No,27,No,No,No,No,No,Yes,Employed,No,Low,0.9853,0.4927,0.2,0.478,0,Non-Adaptive
Bakchar,Male,18,Partially Educated,11372,5,Temporary,No,No,350,No,No,No,No,No,Yes,Not Employed,No,Low,0.7695,0.3848,0.2,0.4276,0,Moderately Adaptive
Sthal,Male,32,Not Educated,4575,6,Temporary,No,No,318,No,No,Yes,No,No,No,Employed,Yes,Moderate,0.7909,0.3955,0.4,0.4168,0.6667,Moderately Adaptive
Kachua,Female,59,Educated,7625,6,Permanent,No,No,60,No,No,Yes,No,Yes,No,Not Employed,No,Moderate,0.9633,0.6816,0.2,0.4995,0.3333,Moderately Adaptive
Maijbari,Male,33,Partially Educated,9501,5,Semi-Permanent,No,No,182,Yes,No,No,Yes,No,No,Not Employed,No,Moderate,0.8818,0.4409,0.4,0.3769,0.3333,Strongly Adaptive
Sthal,Female,50,Educated,7782,3,Semi-Permanent,Yes,No,101,No,No,No,No,No,Yes,Employed,No,Moderate,0.9359,0.4679,0.2,0.8507,0,Moderately Adaptive
Maijbari,Male,19,Educated,5749,3,Semi-Permanent,Yes,No,62,No,No,No,No,No,Yes,Employed,Yes,High,0.9619,0.481,0.4,0.7956,0.3333,Strongly Adaptive
Maijbari,Male,43,Partially Educated,4982,4,Permanent,No,No,21,No,Yes,No,No,No,Yes,Not Employed,No,Moderate,0.9893,0.5947,0.2,0.2543,0,Non-Adaptive
Kachua,Male,33,Educated,9538,7,Permanent,Yes,No,82,No,No,No,No,Yes,No,Employed,Yes,High,0.9486,0.6743,0.2,0.8983,0.3333,Strongly Adaptive
Sthal,Male,33,Not Educated,5569,3,Semi-Permanent,No,No,77,Yes,No,No,No,Yes,Yes,Employed,No,Low,0.9519,0.676,0.4,0.4437,0,Non-Adaptive
Bakchar,Female,58,Not Educated,7460,4,Permanent,Yes,No,40,Yes,No,No,No,No,Yes,Not Employed,No,Low,0.9766,0.4883,0.4,0.1481,0,Non-Adaptive
Kachua,Male,55,Not Educated,5946,5,Semi-Permanent,No,Yes,10,Yes,No,No,No,No,Yes,Employed,Yes,Moderate,0.9967,0.6983,0.6,0.454,0.3333,Moderately Adaptive
Maijbari,Male,57,Educated,4634,3,Semi-Permanent,No,Yes,213,No,No,Yes,No,No,Yes,Not Employed,Yes,Moderate,0.8611,0.6305,0.6,0.4184,0.6667,Strongly Adaptive
Bakchar,Female,25,Partially Educated,6599,8,Permanent,Yes,No,85,Yes,No,No,Yes,No,Yes,Not Employed,No,Moderate,0.9466,0.4733,0.6,0.2982,0.3333,Strongly Adaptive
Sthal,Male,55,Partially Educated,11687,4,Semi-Permanent,Yes,Yes,140,Yes,No,No,No,No,Yes,Not Employed,No,Moderate,0.9098,0.6549,0.4,0.4362,0,Moderately Adaptive
Sthal,Female,42,Not Educated,7458,7,Semi-Permanent,No,No,32,Yes,No,Yes,No,No,Yes,Employed,No,Moderate,0.982,0.491,0.6,0.495,0.3333,Moderately Adaptive
Bakchar,Female,70,Partially Educated,8070,8,Semi-Permanent,No,Yes,55,Yes,No,No,No,No,No,Employed,Yes,Moderate,0.9666,0.6833,0.4,0.685,0.3333,Moderately Adaptive
Maijbari,Female,47,Not Educated,4966,5,Semi-Permanent,Yes,No,126,No,No,No,Yes,Yes,No,Employed,No,Low,0.9192,0.6596,0.2,0.4274,0.3333,Non-Adaptive
Maijbari,Female,18,Educated,3673,5,Semi-Permanent,No,No,803,No,No,No,Yes,No,No,Employed,Yes,High,0.4669,0.2335,0.4,0.7393,0.6667,Strongly Adaptive
Maijbari,Female,51,Partially Educated,5716,4,Semi-Permanent,Yes,No,51,Yes,No,No,No,No,No,Not Employed,No,Low,0.9693,0.4846,0.2,0.2742,0,Non-Adaptive
Bakchar,Female,62,Partially Educated,9051,4,Permanent,No,No,272,Yes,No,No,Yes,No,No,Employed,No,Low,0.8216,0.4108,0.4,0.7116,0.3333,Strongly Adaptive
Sthal,Male,31,Educated,9996,7,Permanent,No,No,283,Yes,No,No,No,No,Yes,Not Employed,Yes,High,0.8143,0.4071,0.6,0.5638,0.3333,Strongly Adaptive
Bakchar,Male,50,Partially Educated,12037,9,Permanent,Yes,No,477,Yes,No,Yes,No,No,No,Not Employed,No,Moderate,0.6847,0.3424,0.4,0.4456,0.3333,Strongly Adaptive
Sthal,Female,34,Partially Educated,5862,7,Semi-Permanent,Yes,No,83,Yes,No,No,Yes,No,Yes,Employed,Yes,Moderate,0.9479,0.4739,0.8,0.6252,0.6667,Strongly Adaptive
Kachua,Female,18,Partially Educated,7604,1,Permanent,No,Yes,100,Yes,No,Yes,No,No,Yes,Employed,Yes,Low,0.9365,0.6683,0.8,0.6724,0.6667,Strongly Adaptive
Sthal,Male,50,Not Educated,5644,4,Semi-Permanent,No,Yes,282,Yes,No,Yes,No,Yes,Yes,Employed,Yes,Low,0.815,0.8075,0.8,0.4458,0.6667,Moderately Adaptive
Kachua,Female,18,Partially Educated,4988,4,Permanent,Yes,No,92,Yes,No,No,No,No,No,Employed,Yes,Low,0.9419,0.4709,0.4,0.6015,0.3333,Moderately Adaptive
Bakchar,Female,37,Educated,5087,2,Semi-Permanent,No,Yes,114,No,No,No,Yes,No,Yes,Not Employed,No,High,0.9272,0.6636,0.4,0.4307,0.3333,Strongly Adaptive
Sthal,Female,41,Educated,4926,6,Semi-Permanent,Yes,No,259,No,No,No,No,No,No,Employed,Yes,Moderate,0.8303,0.4152,0.2,0.7733,0.3333,Strongly Adaptive
Sthal,Male,27,Partially Educated,8459,6,Permanent,Yes,Yes,41,No,No,No,No,No,No,Employed,No,Moderate,0.976,0.688,0,0.6956,0,Non-Adaptive
Sthal,Female,35,Educated,4462,3,Permanent,Yes,No,213,Yes,Yes,No,No,No,No,Employed,No,High,0.8611,0.5305,0.2,0.7607,0,Moderately Adaptive
Sthal,Female,18,Partially Educated,5734,11,Permanent,No,No,292,Yes,No,Yes,No,No,Yes,Employed,Yes,Low,0.8083,0.4041,0.8,0.6217,0.6667,Strongly Adaptive
Sthal,Female,39,Educated,5555,5,Temporary,Yes,No,111,Yes,No,No,Yes,No,Yes,Employed,No,High,0.9292,0.4646,0.6,0.7903,0.3333,Strongly Adaptive
Kachua,Female,37,Partially Educated,11525,12,Semi-Permanent,Yes,No,96,No,No,Yes,No,No,No,Employed,No,Moderate,0.9392,0.4696,0.2,0.7787,0.3333,Moderately Adaptive
Bakchar,Female,45,Educated,5547,5,Permanent,Yes,Yes,36,No,No,No,Yes,No,Yes,Employed,Yes,High,0.9793,0.6896,0.6,0.7901,0.6667,Strongly Adaptive
Bakchar,Male,44,Not Educated,7101,6,Permanent,Yes,Yes,99,No,No,No,Yes,No,No,Not Employed,Yes,Low,0.9372,0.6686,0.4,0.1383,0.6667,Non-Adaptive
Bakchar,Female,41,Partially Educated,9408,3,Permanent,No,No,5,Yes,No,No,No,Yes,Yes,Employed,No,Moderate,1,0.7,0.4,0.7213,0,Moderately Adaptive
Maijbari,Female,64,Educated,7383,2,Permanent,No,Yes,254,No,No,No,No,No,Yes,Not Employed,Yes,High,0.8337,0.6168,0.4,0.4929,0.3333,Strongly Adaptive
Sthal,Male,47,Not Educated,7510,5,Permanent,Yes,Yes,180,Yes,No,No,Yes,No,No,Not Employed,Yes,Low,0.8831,0.6415,0.6,0.1494,0.6667,Moderately Adaptive
Sthal,Female,42,Not Educated,10540,4,Permanent,No,No,79,Yes,No,Yes,No,No,Yes,Employed,No,Low,0.9506,0.4753,0.6,0.5785,0.3333,Strongly Adaptive
Sthal,Female,61,Partially Educated,6958,4,Permanent,Yes,Yes,138,No,No,No,Yes,No,Yes,Not Employed,No,High,0.9112,0.6556,0.4,0.3079,0.3333,Moderately Adaptive
Bakchar,Female,55,Partially Educated,6952,4,Permanent,Yes,No,285,Yes,No,No,No,No,No,Employed,No,Moderate,0.813,0.4065,0.2,0.6547,0,Non-Adaptive
Maijbari,Female,37,Educated,8999,7,Permanent,Yes,No,462,No,No,No,No,No,No,Employed,Yes,High,0.6947,0.3474,0.2,0.8837,0.3333,Strongly Adaptive
Maijbari,Female,47,Partially Educated,6858,4,Semi-Permanent,No,No,5,No,No,No,Yes,No,No,Employed,Yes,Low,1,0.5,0.4,0.6522,0.6667,Moderately Adaptive
Bakchar,Female,50,Partially Educated,4942,8,Permanent,No,No,294,Yes,Yes,No,Yes,No,Yes,Not Employed,No,Moderate,0.8069,0.5035,0.6,0.2533,0.3333,Strongly Adaptive
Kachua,Female,33,Educated,8699,7,Semi-Permanent,No,No,189,No,No,No,No,No,No,Employed,No,High,0.8771,0.4385,0,0.8756,0,Moderately Adaptive
Sthal,Female,49,Partially Educated,7730,11,Permanent,Yes,Yes,99,Yes,No,No,No,No,Yes,Employed,No,High,0.9372,0.6686,0.4,0.6758,0,Non-Adaptive
Sthal,Female,18,Not Educated,6695,6,Permanent,No,No,55,No,No,No,No,No,No,Employed,Yes,Low,0.9666,0.4833,0.2,0.4743,0.3333,Non-Adaptive
Sthal,Male,30,Partially Educated,4732,4,Permanent,Yes,No,195,No,Yes,Yes,No,No,No,Employed,Yes,High,0.8731,0.5365,0.4,0.5945,0.6667,Moderately Adaptive
Sthal,Male,35,Educated,5914,7,Semi-Permanent,Yes,No,90,No,No,No,No,No,Yes,Employed,No,Moderate,0.9432,0.4716,0.2,0.8,0,Moderately Adaptive
Bakchar,Female,48,Partially Educated,8249,10,Semi-Permanent,No,Yes,31,No,No,No,No,No,No,Employed,Yes,High,0.9826,0.6913,0.2,0.6899,0.3333,Non-Adaptive
Maijbari,Female,53,Educated,5271,5,Permanent,Yes,No,34,No,No,No,No,No,Yes,Employed,No,High,0.9806,0.4903,0.2,0.7826,0,Moderately Adaptive
Sthal,Male,41,Partially Educated,8061,8,Permanent,Yes,Yes,49,No,No,No,No,No,No,Employed,Yes,Moderate,0.9706,0.6853,0.2,0.6848,0.3333,Non-Adaptive
Sthal,Female,46,Partially Educated,9461,7,Permanent,Yes,No,206,No,No,No,Yes,Yes,Yes,Employed,No,Low,0.8657,0.6329,0.4,0.7227,0.3333,Moderately Adaptive
Bakchar,Female,25,Educated,5754,7,Semi-Permanent,No,No,16,No,No,No,No,No,No,Not Employed,No,Moderate,0.9927,0.4963,0,0.4487,0,Moderately Adaptive
Sthal,Male,35,Partially Educated,4750,7,Permanent,Yes,No,214,No,No,No,Yes,No,Yes,Not Employed,Yes,Low,0.8604,0.4302,0.6,0.248,0.6667,Strongly Adaptive
Bakchar,Male,42,Partially Educated,8473,3,Permanent,Yes,No,119,Yes,No,No,No,No,No,Not Employed,No,High,0.9238,0.4619,0.2,0.349,0,Moderately Adaptive
Sthal,Female,53,Educated,7203,3,Permanent,No,No,645,Yes,No,No,Yes,Yes,Yes,Employed,Yes,Moderate,0.5725,0.4862,0.8,0.835,0.6667,Strongly Adaptive
Bakchar,Male,38,Partially Educated,6582,6,Semi-Permanent,Yes,Yes,19,Yes,No,Yes,No,No,No,Employed,Yes,Moderate,0.9906,0.6953,0.6,0.6447,0.6667,Strongly Adaptive
Sthal,Female,29,Not Educated,7357,4,Semi-Permanent,Yes,No,372,No,No,No,No,No,No,Employed,No,Low,0.7548,0.3774,0,0.4922,0,Non-Adaptive
Sthal,Male,47,Partially Educated,9582,4,Semi-Permanent,Yes,No,50,No,No,No,No,No,No,Employed,Yes,Moderate,0.9699,0.485,0.2,0.726,0.3333,Moderately Adaptive
Sthal,Female,56,Not Educated,7633,6,Permanent,Yes,No,270,Yes,Yes,No,No,No,No,Employed,Yes,Moderate,0.823,0.5115,0.4,0.4997,0.3333,Moderately Adaptive
Maijbari,Male,18,Not Educated,9305,4,Permanent,No,Yes,52,Yes,No,No,No,No,No,Employed,Yes,Moderate,0.9686,0.6843,0.4,0.545,0.3333,Non-Adaptive
Kachua,Male,31,Partially Educated,7729,6,Semi-Permanent,No,No,104,No,No,No,No,Yes,Yes,Not Employed,No,Moderate,0.9339,0.6669,0.2,0.3288,0,Non-Adaptive
Kachua,Female,54,Partially Educated,9266,4,Temporary,Yes,No,72,No,No,No,No,No,Yes,Not Employed,Yes,Moderate,0.9552,0.4776,0.4,0.3705,0.3333,Strongly Adaptive
Sthal,Male,38,Educated,4479,6,Permanent,No,Yes,70,Yes,No,No,Yes,No,Yes,Not Employed,No,Moderate,0.9566,0.6783,0.6,0.4142,0.3333,Strongly Adaptive
Bakchar,Female,46,Not Educated,8189,7,Temporary,No,Yes,264,No,No,Yes,No,Yes,Yes,Not Employed,No,Low,0.827,0.8135,0.4,0.1678,0.3333,Non-Adaptive
Kachua,Male,27,Partially Educated,5299,6,Semi-Permanent,Yes,Yes,182,Yes,No,No,Yes,No,Yes,Not Employed,No,Low,0.8818,0.6409,0.6,0.2629,0.3333,Moderately Adaptive
Sthal,Male,27,Partially Educated,6956,4,Temporary,Yes,No,31,No,No,No,No,No,Yes,Employed,No,Moderate,0.9826,0.4913,0.2,0.6548,0,Non-Adaptive
Bakchar,Female,39,Partially Educated,11077,3,Temporary,No,No,35,Yes,No,Yes,No,No,Yes,Employed,No,Low,0.98,0.49,0.6,0.7666,0.3333,Strongly Adaptive
Maijbari,Male,27,Not Educated,6690,3,Temporary,Yes,Yes,305,Yes,No,Yes,No,No,No,Not Employed,Yes,Low,0.7996,0.5998,0.6,0.1272,0.6667,Moderately Adaptive
Maijbari,Male,48,Not Educated,6984,8,Permanent,Yes,No,21,No,No,No,No,No,No,Employed,Yes,Low,0.9893,0.4947,0.2,0.4821,0.3333,Non-Adaptive
Sthal,Female,61,Partially Educated,7203,6,Permanent,Yes,Yes,44,No,No,No,No,No,No,Not Employed,No,Low,0.9739,0.687,0,0.3146,0,Non-Adaptive
Sthal,Male,19,Partially Educated,6751,8,Permanent,No,No,36,Yes,No,No,No,Yes,No,Employed,Yes,Low,0.9793,0.6896,0.4,0.6493,0.3333,Moderately Adaptive
Bakchar,Male,34,Partially Educated,8003,4,Permanent,Yes,No,27,Yes,No,No,No,No,No,Not Employed,Yes,Low,0.9853,0.4927,0.4,0.3363,0.3333,Moderately Adaptive
Sthal,Male,48,Partially Educated,7312,9,Temporary,Yes,No,39,Yes,No,Yes,No,Yes,Yes,Not Employed,No,Moderate,0.9773,0.6886,0.6,0.3175,0.3333,Moderately Adaptive
Maijbari,Male,34,Partially Educated,7436,10,Permanent,No,No,327,Yes,No,No,No,No,No,Not Employed,Yes,High,0.7849,0.3925,0.4,0.3209,0.3333,Moderately Adaptive
Kachua,Male,35,Partially Educated,7481,5,Temporary,Yes,No,17,No,No,Yes,No,No,No,Employed,Yes,Moderate,0.992,0.496,0.4,0.6691,0.6667,Strongly Adaptive
Bakchar,Female,50,Educated,3363,7,Permanent,Yes,No,161,No,Yes,No,No,Yes,No,Employed,No,Moderate,0.8958,0.7479,0,0.7309,0,Non-Adaptive
Bakchar,Female,37,Educated,5775,5,Permanent,Yes,No,113,Yes,No,Yes,No,No,No,Employed,Yes,Moderate,0.9279,0.4639,0.6,0.7963,0.6667,Strongly Adaptive
Sthal,Female,37,Partially Educated,9712,4,Semi-Permanent,No,No,281,No,No,Yes,No,No,Yes,Not Employed,No,Low,0.8156,0.4078,0.4,0.3826,0.3333,Strongly Adaptive
Sthal,Female,55,Partially Educated,4483,4,Semi-Permanent,No,No,443,No,No,No,No,No,Yes,Employed,No,High,0.7074,0.3537,0.2,0.5878,0,Non-Adaptive
Bakchar,Male,38,Partially Educated,7045,9,Permanent,No,No,17,No,No,No,No,Yes,No,Employed,Yes,Moderate,0.992,0.696,0.2,0.6572,0.3333,Non-Adaptive
Bakchar,Female,35,Educated,4155,7,Semi-Permanent,Yes,No,190,No,No,No,No,No,No,Not Employed,No,High,0.8764,0.4382,0,0.4054,0,Non-Adaptive
Sthal,Female,42,Not Educated,6327,7,Permanent,Yes,No,56,No,No,No,No,No,Yes,Not Employed,No,Low,0.9659,0.483,0.2,0.1173,0,Non-Adaptive
Maijbari,Female,60,Educated,4025,7,Semi-Permanent,No,No,423,No,No,No,No,Yes,Yes,Employed,Yes,High,0.7208,0.5604,0.4,0.7488,0.3333,Strongly Adaptive
Sthal,Female,49,Educated,8982,7,Permanent,Yes,No,215,No,No,No,No,No,No,Not Employed,No,High,0.8597,0.4299,0,0.5363,0,Moderately Adaptive
Bakchar,Male,54,Educated,5111,8,Temporary,Yes,No,40,No,No,No,Yes,No,No,Employed,Yes,High,0.9766,0.4883,0.4,0.7783,0.6667,Strongly Adaptive
Sthal,Female,33,Partially Educated,2397,6,Permanent,No,Yes,157,No,No,Yes,No,No,No,Not Employed,Yes,Low,0.8985,0.6492,0.4,0.1842,0.6667,Non-Adaptive
Sthal,Male,36,Partially Educated,7289,5,Semi-Permanent,Yes,No,31,No,No,No,No,No,No,Employed,Yes,High,0.9826,0.4913,0.2,0.6639,0.3333,Moderately Adaptive
Sthal,Male,34,Partially Educated,6339,6,Permanent,Yes,No,336,Yes,No,Yes,Yes,No,No,Not Employed,Yes,Moderate,0.7789,0.3894,0.8,0.2911,1,Strongly Adaptive
Maijbari,Male,43,Partially Educated,6442,3,Semi-Permanent,Yes,Yes,70,Yes,No,Yes,No,No,No,Not Employed,Yes,Moderate,0.9566,0.6783,0.6,0.2939,0.6667,Strongly Adaptive
Sthal,Male,43,Partially Educated,6247,5,Temporary,No,Yes,361,Yes,No,Yes,No,No,Yes,Not Employed,No,Moderate,0.7622,0.5811,0.6,0.2886,0.3333,Strongly Adaptive
Sthal,Female,40,Educated,2000,8,Permanent,Yes,No,309,Yes,No,No,No,Yes,Yes,Employed,No,High,0.7969,0.5985,0.4,0.6939,0,Moderately Adaptive
Sthal,Female,44,Partially Educated,4925,6,Permanent,Yes,No,6,Yes,No,No,Yes,No,No,Not Employed,Yes,Low,0.9993,0.4997,0.6,0.2528,0.6667,Strongly Adaptive
Sthal,Male,37,Educated,8239,3,Permanent,No,No,67,No,No,No,No,No,No,Employed,No,Moderate,0.9586,0.4793,0,0.8631,0,Moderately Adaptive
Bakchar,Female,48,Partially Educated,10954,4,Semi-Permanent,Yes,No,621,Yes,No,No,No,No,No,Not Employed,No,Moderate,0.5885,0.2943,0.2,0.4163,0,Moderately Adaptive
Maijbari,Male,23,Educated,10286,8,Permanent,Yes,Yes,316,Yes,No,No,Yes,No,No,Employed,No,High,0.7923,0.5961,0.4,0.9186,0.3333,Strongly Adaptive
Maijbari,Male,51,Partially Educated,7860,5,Permanent,Yes,No,126,No,Yes,No,No,No,No,Employed,Yes,Low,0.9192,0.5596,0.2,0.6793,0.3333,Moderately Adaptive
Bakchar,Male,26,Partially Educated,4782,8,Permanent,No,No,353,No,No,No,No,No,No,Employed,No,Moderate,0.7675,0.3838,0,0.5959,0,Non-Adaptive
Bakchar,Female,34,Educated,5257,6,Permanent,Yes,No,42,Yes,No,No,No,No,No,Not Employed,No,High,0.9753,0.4876,0.2,0.4353,0,Moderately Adaptive
Kachua,Female,18,Not Educated,7216,8,Permanent,Yes,No,740,Yes,No,No,No,No,No,Employed,No,Low,0.509,0.2545,0.2,0.4884,0,Non-Adaptive
Kachua,Male,27,Not Educated,7947,8,Permanent,Yes,Yes,104,Yes,No,Yes,No,No,No,Employed,Yes,Low,0.9339,0.6669,0.6,0.5082,0.6667,Moderately Adaptive
Maijbari,Female,50,Educated,5790,3,Permanent,Yes,No,73,Yes,No,No,No,No,No,Employed,No,High,0.9546,0.4773,0.2,0.7967,0,Moderately Adaptive
Bakchar,Female,26,Not Educated,4537,8,Temporary,No,No,14,No,Yes,No,Yes,No,No,Employed,Yes,Low,0.994,0.597,0.4,0.4157,0.6667,Non-Adaptive
Maijbari,Female,30,Partially Educated,7108,5,Temporary,No,No,309,Yes,No,No,No,No,No,Employed,Yes,Moderate,0.7969,0.3985,0.4,0.6589,0.3333,Strongly Adaptive
Sthal,Male,28,Educated,5526,7,Semi-Permanent,No,No,26,No,No,No,No,No,No,Employed,No,High,0.986,0.493,0,0.7895,0,Non-Adaptive
Sthal,Female,29,Partially Educated,8919,7,Permanent,No,No,5,No,No,No,Yes,No,Yes,Employed,No,Low,1,0.5,0.4,0.7081,0.3333,Moderately Adaptive
Bakchar,Male,45,Not Educated,6553,10,Temporary,Yes,Yes,366,Yes,No,No,No,No,Yes,Employed,Yes,Low,0.7589,0.5794,0.6,0.4704,0.3333,Moderately Adaptive
Maijbari,Female,39,Partially Educated,9408,8,Permanent,Yes,No,702,No,No,Yes,No,No,Yes,Not Employed,Yes,Moderate,0.5344,0.2672,0.6,0.3744,0.6667,Strongly Adaptive
Maijbari,Male,18,Partially Educated,11102,6,Semi-Permanent,Yes,Yes,152,No,No,No,No,Yes,No,Employed,No,Moderate,0.9018,0.8509,0,0.7672,0,Non-Adaptive
Sthal,Male,60,Partially Educated,5893,5,Semi-Permanent,Yes,No,359,No,No,No,Yes,No,No,Employed,No,Moderate,0.7635,0.3818,0.2,0.626,0.3333,Moderately Adaptive
Kachua,Male,46,Not Educated,8395,4,Semi-Permanent,Yes,No,402,No,No,No,No,No,Yes,Not Employed,No,Low,0.7348,0.3674,0.2,0.1734,0,Non-Adaptive
Maijbari,Male,52,Educated,7298,6,Semi-Permanent,No,No,49,Yes,No,Yes,No,No,No,Employed,No,High,0.9706,0.4853,0.4,0.8376,0.3333,Strongly Adaptive
Kachua,Female,47,Partially Educated,9159,4,Semi-Permanent,Yes,No,173,Yes,No,No,No,No,No,Employed,No,Moderate,0.8878,0.4439,0.2,0.7146,0,Moderately Adaptive
Kachua,Male,42,Educated,6944,4,Permanent,No,Yes,103,No,No,No,No,No,No,Employed,No,High,0.9345,0.6673,0,0.828,0,Non-Adaptive
Sthal,Male,18,Partially Educated,9354,7,Semi-Permanent,No,Yes,86,No,No,Yes,No,Yes,Yes,Not Employed,No,Moderate,0.9459,0.8729,0.4,0.3729,0.3333,Moderately Adaptive
Sthal,Female,60,Partially Educated,6414,6,Semi-Permanent,Yes,No,53,No,No,No,No,No,No,Not Employed,No,Moderate,0.9679,0.484,0,0.2932,0,Non-Adaptive
Bakchar,Female,31,Partially Educated,6004,3,Permanent,Yes,Yes,119,Yes,No,No,No,No,No,Employed,No,Moderate,0.9238,0.6619,0.2,0.629,0,Non-Adaptive
Sthal,Male,48,Not Educated,9080,3,Temporary,Yes,No,28,Yes,No,Yes,Yes,No,No,Employed,No,Low,0.9846,0.4923,0.6,0.5389,0.6667,Moderately Adaptive
Sthal,Male,50,Partially Educated,7646,3,Semi-Permanent,Yes,Yes,256,No,No,No,Yes,No,No,Not Employed,Yes,Moderate,0.8323,0.6162,0.4,0.3266,0.6667,Strongly Adaptive
Maijbari,Female,56,Partially Educated,10661,8,Permanent,No,No,21,Yes,No,Yes,No,No,Yes,Not Employed,No,Moderate,0.9893,0.4947,0.6,0.4083,0.3333,Strongly Adaptive
Kachua,Female,35,Partially Educated,6026,5,Temporary,No,No,348,No,No,No,No,No,No,Employed,No,Low,0.7709,0.3854,0,0.6296,0,Non-Adaptive
Bakchar,Female,32,Partially Educated,7218,8,Semi-Permanent,Yes,No,168,No,No,Yes,Yes,Yes,No,Employed,No,Moderate,0.8911,0.6456,0.4,0.6619,0.6667,Moderately Adaptive
Sthal,Male,49,Partially Educated,8718,9,Permanent,Yes,No,343,Yes,No,No,No,No,No,Employed,No,High,0.7742,0.3871,0.2,0.7026,0,Moderately Adaptive
Maijbari,Female,58,Educated,2306,4,Permanent,No,No,224,No,No,No,No,No,No,Not Employed,No,High,0.8537,0.4269,0,0.3553,0,Non-Adaptive
